@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
I, 0.43, 0.35, 0.105, 0.366, 0.1705, 0.0855, 0.11, negative
F, 0.435, 0.35, 0.105, 0.4195, 0.194, 0.1005, 0.13, negative
F, 0.575, 0.48, 0.15, 0.8745, 0.375, 0.193, 0.29, negative
M, 0.505, 0.385, 0.11, 0.655, 0.3185, 0.15, 0.185, negative
F, 0.56, 0.435, 0.125, 0.8775, 0.3345, 0.2145, 0.29, negative
F, 0.4, 0.335, 0.115, 0.4335, 0.2105, 0.1205, 0.12, negative
M, 0.46, 0.355, 0.11, 0.415, 0.215, 0.082, 0.13, negative
F, 0.465, 0.39, 0.14, 0.5555, 0.213, 0.1075, 0.215, negative
F, 0.58, 0.475, 0.165, 1.0385, 0.414, 0.26, 0.305, negative
M, 0.575, 0.455, 0.185, 1.156, 0.5525, 0.243, 0.295, negative
F, 0.605, 0.485, 0.165, 1.0735, 0.437, 0.205, 0.33, negative
M, 0.605, 0.485, 0.175, 1.145, 0.4325, 0.27, 0.405, negative
F, 0.66, 0.525, 0.19, 1.67, 0.6525, 0.4875, 0.49, negative
I, 0.6, 0.445, 0.175, 1.057, 0.383, 0.216, 0.355, negative
I, 0.41, 0.3, 0.115, 0.2595, 0.097, 0.0515, 0.08, negative
I, 0.485, 0.355, 0.12, 0.5085, 0.21, 0.122, 0.135, negative
F, 0.62, 0.485, 0.165, 1.166, 0.483, 0.238, 0.355, negative
F, 0.505, 0.41, 0.15, 0.6345, 0.243, 0.1335, 0.215, negative
M, 0.165, 0.125, 0.04, 0.0245, 0.0095, 0.0045, 0.0080, negative
F, 0.395, 0.3, 0.105, 0.3375, 0.1435, 0.0755, 0.098, negative
I, 0.575, 0.475, 0.17, 0.967, 0.3775, 0.284, 0.275, negative
F, 0.385, 0.305, 0.125, 0.314, 0.146, 0.0555, 0.08, negative
F, 0.51, 0.34, 0.18, 0.7005, 0.312, 0.165, 0.2, negative
F, 0.685, 0.525, 0.175, 1.71, 0.5415, 0.309, 0.58, negative
F, 0.455, 0.365, 0.11, 0.385, 0.166, 0.046, 0.1345, negative
I, 0.495, 0.38, 0.145, 0.515, 0.175, 0.098, 0.212, negative
F, 0.48, 0.38, 0.145, 0.59, 0.232, 0.141, 0.23, negative
M, 0.415, 0.32, 0.1, 0.3005, 0.1215, 0.0575, 0.104, negative
I, 0.49, 0.385, 0.115, 0.683, 0.3265, 0.1615, 0.165, negative
M, 0.285, 0.215, 0.075, 0.106, 0.0415, 0.023, 0.035, negative
M, 0.41, 0.3, 0.1, 0.301, 0.124, 0.069, 0.09, negative
M, 0.455, 0.345, 0.125, 0.44, 0.169, 0.1065, 0.135, negative
I, 0.295, 0.21, 0.08, 0.1, 0.038, 0.026, 0.031, negative
M, 0.545, 0.435, 0.165, 0.9955, 0.3245, 0.2665, 0.325, positive
M, 0.5, 0.375, 0.13, 0.721, 0.3055, 0.1725, 0.22, negative
M, 0.545, 0.41, 0.145, 0.873, 0.3035, 0.196, 0.31, negative
M, 0.74, 0.535, 0.185, 1.65, 0.734, 0.4505, 0.335, negative
M, 0.565, 0.465, 0.15, 1.1285, 0.377, 0.3525, 0.33, negative
F, 0.46, 0.35, 0.115, 0.44, 0.19, 0.1025, 0.13, negative
M, 0.53, 0.43, 0.135, 0.879, 0.28, 0.2165, 0.25, negative
I, 0.34, 0.25, 0.075, 0.1765, 0.0785, 0.0405, 0.05, negative
I, 0.35, 0.28, 0.075, 0.196, 0.082, 0.04, 0.064, negative
I, 0.35, 0.265, 0.08, 0.192, 0.081, 0.0465, 0.053, negative
F, 0.49, 0.37, 0.105, 0.5265, 0.249, 0.1005, 0.148, negative
M, 0.56, 0.45, 0.14, 0.9, 0.472, 0.182, 0.218, negative
F, 0.63, 0.475, 0.15, 1.172, 0.536, 0.254, 0.316, negative
M, 0.64, 0.51, 0.17, 1.3715, 0.567, 0.307, 0.409, negative
M, 0.71, 0.55, 0.2, 1.9045, 0.882, 0.44, 0.5, negative
I, 0.365, 0.27, 0.105, 0.2155, 0.0915, 0.0475, 0.063, negative
M, 0.52, 0.39, 0.12, 0.6435, 0.2885, 0.157, 0.161, negative
F, 0.555, 0.42, 0.11, 0.931, 0.4445, 0.171, 0.225, negative
F, 0.575, 0.46, 0.165, 1.065, 0.4985, 0.2145, 0.2815, negative
M, 0.6, 0.475, 0.155, 1.1385, 0.502, 0.2295, 0.31, negative
F, 0.61, 0.47, 0.16, 1.0745, 0.4925, 0.236, 0.29, negative
M, 0.62, 0.485, 0.165, 1.1325, 0.5235, 0.2505, 0.2825, negative
F, 0.625, 0.47, 0.17, 1.255, 0.525, 0.2415, 0.405, negative
M, 0.64, 0.5, 0.17, 1.4545, 0.642, 0.3575, 0.354, negative
F, 0.665, 0.52, 0.165, 1.6885, 0.7295, 0.407, 0.4265, negative
I, 0.47, 0.355, 0.115, 0.4155, 0.167, 0.084, 0.139, negative
I, 0.52, 0.38, 0.13, 0.5345, 0.2375, 0.122, 0.1535, negative
M, 0.59, 0.46, 0.145, 0.929, 0.38, 0.24, 0.255, negative
F, 0.595, 0.47, 0.165, 1.0155, 0.491, 0.1905, 0.289, negative
M, 0.6, 0.41, 0.145, 0.939, 0.4475, 0.196, 0.268, negative
M, 0.61, 0.47, 0.175, 1.214, 0.5315, 0.2835, 0.325, negative
M, 0.655, 0.52, 0.18, 1.492, 0.7185, 0.36, 0.355, negative
F, 0.72, 0.545, 0.185, 1.7185, 0.7925, 0.401, 0.468, negative
I, 0.335, 0.26, 0.085, 0.192, 0.097, 0.03, 0.054, negative
I, 0.36, 0.265, 0.075, 0.1785, 0.0785, 0.035, 0.054, negative
I, 0.425, 0.325, 0.11, 0.405, 0.1695, 0.092, 0.1065, negative
I, 0.45, 0.35, 0.11, 0.514, 0.253, 0.1045, 0.14, negative
I, 0.475, 0.35, 0.115, 0.498, 0.2375, 0.099, 0.14, negative
I, 0.515, 0.4, 0.135, 0.636, 0.3055, 0.1215, 0.1855, negative
I, 0.525, 0.39, 0.105, 0.567, 0.2875, 0.1075, 0.16, negative
F, 0.6, 0.475, 0.17, 1.088, 0.4905, 0.2475, 0.31, negative
F, 0.6, 0.485, 0.145, 0.776, 0.3545, 0.1585, 0.239, negative
I, 0.455, 0.37, 0.11, 0.514, 0.2385, 0.1235, 0.126, negative
F, 0.51, 0.375, 0.11, 0.5805, 0.2865, 0.118, 0.148, negative
M, 0.58, 0.45, 0.16, 0.8675, 0.3935, 0.221, 0.215, negative
M, 0.6, 0.46, 0.18, 1.14, 0.423, 0.2575, 0.365, negative
M, 0.62, 0.46, 0.16, 0.9505, 0.4915, 0.2, 0.228, negative
M, 0.66, 0.53, 0.175, 1.583, 0.7395, 0.3505, 0.405, negative
F, 0.67, 0.525, 0.195, 1.42, 0.573, 0.368, 0.3905, negative
I, 0.295, 0.22, 0.085, 0.1285, 0.0585, 0.027, 0.0365, negative
I, 0.36, 0.265, 0.085, 0.1895, 0.0725, 0.0515, 0.055, negative
I, 0.52, 0.415, 0.14, 0.6385, 0.2945, 0.1405, 0.171, negative
I, 0.53, 0.395, 0.125, 0.6235, 0.2975, 0.108, 0.195, negative
M, 0.535, 0.405, 0.14, 0.7315, 0.336, 0.156, 0.19, negative
M, 0.545, 0.41, 0.14, 0.737, 0.349, 0.15, 0.212, negative
F, 0.595, 0.46, 0.155, 1.0455, 0.4565, 0.24, 0.3085, negative
F, 0.6, 0.5, 0.16, 1.122, 0.5095, 0.256, 0.309, negative
M, 0.62, 0.48, 0.165, 1.0855, 0.481, 0.2575, 0.305, negative
F, 0.625, 0.485, 0.135, 1.3025, 0.61, 0.2675, 0.3605, negative
M, 0.64, 0.5, 0.175, 1.273, 0.5065, 0.2925, 0.405, negative
M, 0.66, 0.51, 0.18, 1.261, 0.5, 0.2335, 0.339, negative
F, 0.725, 0.56, 0.185, 1.792, 0.873, 0.367, 0.435, negative
I, 0.235, 0.13, 0.075, 0.1585, 0.0685, 0.037, 0.0465, negative
F, 0.485, 0.365, 0.15, 0.9145, 0.4145, 0.199, 0.273, negative
F, 0.55, 0.415, 0.18, 1.1655, 0.502, 0.301, 0.311, negative
F, 0.575, 0.42, 0.19, 1.764, 0.914, 0.377, 0.4095, negative
F, 0.65, 0.5, 0.17, 1.4045, 0.694, 0.318, 0.3235, negative
F, 0.67, 0.525, 0.195, 1.37, 0.6065, 0.2955, 0.407, negative
I, 0.36, 0.265, 0.085, 0.1865, 0.0675, 0.037, 0.0615, negative
I, 0.435, 0.375, 0.11, 0.4155, 0.17, 0.076, 0.145, negative
I, 0.45, 0.335, 0.115, 0.3935, 0.195, 0.071, 0.11, negative
I, 0.51, 0.395, 0.105, 0.5525, 0.234, 0.127, 0.165, negative
I, 0.535, 0.4, 0.145, 0.705, 0.3065, 0.1365, 0.22, negative
M, 0.555, 0.46, 0.16, 0.86, 0.3345, 0.1935, 0.275, negative
M, 0.615, 0.48, 0.185, 1.2205, 0.4985, 0.315, 0.33, negative
F, 0.65, 0.495, 0.175, 1.227, 0.528, 0.258, 0.37, negative
F, 0.655, 0.52, 0.175, 1.472, 0.6275, 0.27, 0.45, negative
M, 0.67, 0.52, 0.175, 1.4755, 0.6275, 0.379, 0.374, negative
M, 0.675, 0.54, 0.175, 1.5545, 0.6645, 0.278, 0.512, negative
F, 0.695, 0.535, 0.175, 1.361, 0.5465, 0.2815, 0.465, negative
M, 0.425, 0.305, 0.11, 0.359, 0.173, 0.0875, 0.0975, negative
F, 0.52, 0.375, 0.135, 0.5375, 0.221, 0.117, 0.17, negative
F, 0.61, 0.49, 0.17, 1.137, 0.4605, 0.2825, 0.344, negative
M, 0.62, 0.46, 0.17, 1.127, 0.535, 0.2635, 0.296, negative
M, 0.625, 0.47, 0.17, 1.1665, 0.4605, 0.2565, 0.3945, negative
F, 0.68, 0.52, 0.185, 1.541, 0.5985, 0.395, 0.4575, negative
M, 0.535, 0.41, 0.15, 0.8105, 0.345, 0.187, 0.24, negative
I, 0.17, 0.105, 0.035, 0.034, 0.012, 0.0085, 0.0050, negative
F, 0.53, 0.41, 0.145, 0.8255, 0.375, 0.204, 0.245, negative
M, 0.56, 0.44, 0.13, 0.8255, 0.2425, 0.202, 0.285, negative
F, 0.63, 0.475, 0.175, 1.423, 0.4155, 0.3385, 0.49, negative
M, 0.45, 0.355, 0.115, 0.478, 0.18, 0.1185, 0.155, negative
I, 0.29, 0.225, 0.075, 0.152, 0.071, 0.059, 0.045, negative
M, 0.445, 0.345, 0.14, 0.476, 0.2055, 0.1015, 0.1085, negative
I, 0.355, 0.27, 0.1, 0.216, 0.083, 0.037, 0.075, negative
M, 0.295, 0.23, 0.085, 0.125, 0.042, 0.0285, 0.043, negative
I, 0.725, 0.55, 0.22, 2.0495, 0.7735, 0.4405, 0.655, negative
I, 0.235, 0.175, 0.08, 0.0645, 0.0215, 0.0175, 0.0215, negative
M, 0.53, 0.425, 0.11, 0.739, 0.237, 0.161, 0.295, negative
F, 0.35, 0.275, 0.065, 0.205, 0.0745, 0.0465, 0.07, negative
M, 0.555, 0.42, 0.145, 0.8695, 0.3075, 0.2575, 0.25, negative
M, 0.55, 0.45, 0.175, 1.0985, 0.3765, 0.215, 0.4, negative
M, 0.55, 0.44, 0.16, 0.991, 0.348, 0.168, 0.375, negative
I, 0.465, 0.355, 0.12, 0.5805, 0.255, 0.0915, 0.184, negative
M, 0.485, 0.385, 0.105, 0.556, 0.296, 0.104, 0.133, negative
I, 0.295, 0.22, 0.07, 0.1365, 0.0575, 0.0295, 0.035, negative
I, 0.295, 0.22, 0.065, 0.1295, 0.052, 0.028, 0.035, negative
I, 0.38, 0.3, 0.09, 0.277, 0.1655, 0.0625, 0.082, negative
I, 0.385, 0.285, 0.09, 0.248, 0.0935, 0.066, 0.07, negative
I, 0.4, 0.295, 0.095, 0.252, 0.1105, 0.0575, 0.066, negative
I, 0.42, 0.32, 0.115, 0.409, 0.2055, 0.0935, 0.105, negative
I, 0.44, 0.33, 0.135, 0.4095, 0.163, 0.1005, 0.119, negative
I, 0.45, 0.35, 0.135, 0.494, 0.2205, 0.0945, 0.1405, negative
M, 0.485, 0.39, 0.12, 0.599, 0.251, 0.1345, 0.169, negative
M, 0.6, 0.465, 0.155, 1.262, 0.6245, 0.2455, 0.33, negative
M, 0.63, 0.48, 0.185, 1.21, 0.53, 0.2555, 0.322, negative
I, 0.185, 0.135, 0.045, 0.032, 0.011, 0.0065, 0.01, negative
I, 0.315, 0.23, 0.0, 0.134, 0.0575, 0.0285, 0.3505, negative
I, 0.375, 0.28, 0.08, 0.2235, 0.115, 0.043, 0.055, negative
M, 0.61, 0.475, 0.15, 1.142, 0.62, 0.237, 0.245, negative
M, 0.635, 0.48, 0.145, 1.181, 0.665, 0.229, 0.225, negative
M, 0.66, 0.515, 0.155, 1.4415, 0.7055, 0.3555, 0.335, negative
I, 0.42, 0.31, 0.1, 0.2805, 0.1125, 0.0615, 0.0925, negative
I, 0.435, 0.335, 0.11, 0.334, 0.1355, 0.0775, 0.0965, negative
I, 0.495, 0.385, 0.125, 0.5125, 0.2075, 0.1155, 0.172, negative
I, 0.54, 0.42, 0.14, 0.74, 0.3595, 0.159, 0.1985, negative
I, 0.54, 0.415, 0.155, 0.702, 0.322, 0.167, 0.19, negative
I, 0.55, 0.445, 0.125, 0.672, 0.288, 0.1365, 0.21, negative
I, 0.575, 0.45, 0.15, 0.858, 0.449, 0.166, 0.215, negative
M, 0.62, 0.485, 0.145, 1.003, 0.4655, 0.2195, 0.28, negative
F, 0.625, 0.485, 0.165, 1.2255, 0.5075, 0.296, 0.36, negative
M, 0.62, 0.465, 0.145, 0.911, 0.375, 0.2145, 0.278, negative
M, 0.63, 0.49, 0.15, 1.1955, 0.5845, 0.257, 0.3, negative
M, 0.55, 0.43, 0.18, 0.8265, 0.4405, 0.159, 0.225, negative
M, 0.63, 0.485, 0.18, 1.2435, 0.5175, 0.308, 0.37, negative
F, 0.64, 0.505, 0.175, 1.3185, 0.6185, 0.302, 0.3315, negative
M, 0.65, 0.525, 0.185, 1.3455, 0.586, 0.278, 0.3865, negative
I, 0.455, 0.35, 0.13, 0.4725, 0.215, 0.0745, 0.15, negative
M, 0.585, 0.45, 0.15, 0.997, 0.4055, 0.283, 0.251, negative
F, 0.615, 0.495, 0.155, 1.0805, 0.52, 0.19, 0.32, negative
M, 0.63, 0.49, 0.155, 1.229, 0.535, 0.29, 0.335, negative
F, 0.655, 0.5, 0.22, 1.359, 0.642, 0.3255, 0.405, negative
M, 0.67, 0.535, 0.19, 1.669, 0.7465, 0.2935, 0.508, negative
M, 0.67, 0.525, 0.2, 1.7405, 0.6205, 0.297, 0.657, negative
I, 0.33, 0.23, 0.08, 0.14, 0.0565, 0.0365, 0.046, negative
I, 0.37, 0.28, 0.09, 0.218, 0.0995, 0.0545, 0.0615, negative
I, 0.435, 0.33, 0.095, 0.393, 0.219, 0.075, 0.0885, negative
F, 0.56, 0.44, 0.135, 0.8025, 0.35, 0.1615, 0.259, negative
M, 0.6, 0.475, 0.205, 1.176, 0.5255, 0.2875, 0.308, negative
