@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.495, 0.375, 0.15, 0.597, 0.2615, 0.135, 0.178, negative
M, 0.59, 0.45, 0.12, 0.7485, 0.3345, 0.1315, 0.22, negative
F, 0.45, 0.325, 0.135, 0.438, 0.1805, 0.1165, 0.11, negative
F, 0.48, 0.38, 0.135, 0.507, 0.1915, 0.1365, 0.155, negative
F, 0.705, 0.555, 0.2, 1.4685, 0.4715, 0.3235, 0.52, positive
F, 0.48, 0.37, 0.13, 0.5885, 0.2475, 0.1505, 0.1595, negative
I, 0.55, 0.415, 0.135, 0.8095, 0.2985, 0.2015, 0.28, negative
I, 0.635, 0.48, 0.2, 1.3655, 0.6255, 0.2595, 0.425, negative
I, 0.39, 0.3, 0.105, 0.259, 0.0955, 0.038, 0.085, negative
I, 0.66, 0.525, 0.18, 1.6935, 0.6025, 0.4005, 0.42, negative
I, 0.47, 0.375, 0.105, 0.468, 0.1665, 0.108, 0.17, negative
F, 0.51, 0.38, 0.13, 0.584, 0.224, 0.1355, 0.185, negative
I, 0.375, 0.285, 0.1, 0.239, 0.105, 0.0555, 0.07, negative
I, 0.58, 0.445, 0.17, 1.178, 0.3935, 0.2165, 0.315, negative
F, 0.58, 0.44, 0.175, 1.073, 0.4005, 0.2345, 0.335, positive
M, 0.41, 0.315, 0.095, 0.306, 0.121, 0.0735, 0.09, negative
M, 0.28, 0.21, 0.065, 0.0905, 0.035, 0.02, 0.03, negative
I, 0.59, 0.465, 0.195, 1.0885, 0.3685, 0.187, 0.375, negative
I, 0.31, 0.235, 0.09, 0.127, 0.048, 0.031, 0.04, negative
I, 0.255, 0.19, 0.07, 0.0815, 0.028, 0.016, 0.031, negative
F, 0.305, 0.225, 0.07, 0.1485, 0.0585, 0.0335, 0.045, negative
F, 0.475, 0.35, 0.115, 0.487, 0.194, 0.1455, 0.125, negative
F, 0.475, 0.375, 0.15, 0.559, 0.1955, 0.1215, 0.1945, negative
I, 0.395, 0.31, 0.095, 0.313, 0.131, 0.072, 0.093, negative
F, 0.58, 0.48, 0.18, 1.2495, 0.4945, 0.27, 0.371, negative
I, 0.465, 0.37, 0.1, 0.5055, 0.234, 0.11, 0.14, negative
F, 0.465, 0.355, 0.115, 0.4705, 0.1955, 0.118, 0.126, negative
M, 0.48, 0.37, 0.13, 0.643, 0.349, 0.1155, 0.135, negative
F, 0.49, 0.4, 0.115, 0.569, 0.256, 0.1325, 0.145, negative
F, 0.625, 0.495, 0.16, 1.1115, 0.4495, 0.2825, 0.345, negative
M, 0.72, 0.565, 0.2, 1.787, 0.718, 0.385, 0.529, negative
I, 0.21, 0.15, 0.055, 0.0455, 0.02, 0.0065, 0.013, negative
I, 0.355, 0.265, 0.085, 0.2435, 0.122, 0.0525, 0.06, negative
I, 0.4, 0.29, 0.1, 0.258, 0.104, 0.059, 0.0815, negative
I, 0.4, 0.3, 0.11, 0.2985, 0.1375, 0.071, 0.075, negative
I, 0.435, 0.335, 0.11, 0.411, 0.2025, 0.0945, 0.1, negative
I, 0.44, 0.33, 0.11, 0.38, 0.197, 0.079, 0.09, negative
M, 0.535, 0.42, 0.16, 0.7465, 0.348, 0.1515, 0.2185, negative
F, 0.585, 0.45, 0.145, 0.9835, 0.4845, 0.242, 0.22, negative
F, 0.64, 0.5, 0.165, 1.1635, 0.554, 0.239, 0.32, negative
M, 0.67, 0.525, 0.18, 1.6615, 0.8005, 0.3645, 0.43, negative
F, 0.7, 0.575, 0.2, 1.7365, 0.7755, 0.3965, 0.461, negative
F, 0.7, 0.56, 0.175, 1.6605, 0.8605, 0.3275, 0.398, negative
I, 0.365, 0.275, 0.09, 0.2345, 0.108, 0.051, 0.0625, negative
I, 0.4, 0.31, 0.115, 0.314, 0.1545, 0.0595, 0.087, negative
I, 0.4, 0.315, 0.09, 0.33, 0.151, 0.068, 0.08, negative
I, 0.4, 0.265, 0.1, 0.2775, 0.1245, 0.0605, 0.08, negative
M, 0.435, 0.335, 0.11, 0.4385, 0.2075, 0.0715, 0.1315, negative
I, 0.445, 0.355, 0.095, 0.3615, 0.1415, 0.0785, 0.12, negative
I, 0.46, 0.34, 0.09, 0.384, 0.1795, 0.068, 0.11, negative
I, 0.475, 0.355, 0.125, 0.4865, 0.2155, 0.1105, 0.142, negative
I, 0.5, 0.365, 0.125, 0.528, 0.229, 0.103, 0.1645, negative
M, 0.505, 0.39, 0.115, 0.5585, 0.2575, 0.119, 0.1535, negative
M, 0.57, 0.47, 0.155, 1.186, 0.6355, 0.2315, 0.277, negative
I, 0.575, 0.44, 0.125, 0.8515, 0.4555, 0.1715, 0.1965, negative
M, 0.6, 0.47, 0.15, 0.928, 0.4225, 0.183, 0.275, negative
F, 0.62, 0.48, 0.165, 1.043, 0.4835, 0.221, 0.31, negative
M, 0.625, 0.48, 0.16, 1.1415, 0.5795, 0.2145, 0.29, negative
I, 0.63, 0.465, 0.15, 1.0315, 0.4265, 0.24, 0.325, negative
F, 0.65, 0.475, 0.165, 1.3875, 0.58, 0.3485, 0.3095, negative
F, 0.66, 0.5, 0.155, 1.3765, 0.6485, 0.288, 0.335, negative
M, 0.66, 0.515, 0.2, 1.6465, 0.749, 0.422, 0.401, negative
M, 0.715, 0.52, 0.18, 1.6, 0.708, 0.3525, 0.445, negative
I, 0.175, 0.125, 0.04, 0.028, 0.0095, 0.0080, 0.0090, negative
M, 0.615, 0.475, 0.19, 1.4335, 0.7315, 0.305, 0.3285, negative
M, 0.63, 0.515, 0.17, 1.385, 0.6355, 0.2955, 0.38, negative
F, 0.64, 0.5, 0.17, 1.2645, 0.565, 0.3375, 0.315, negative
F, 0.655, 0.455, 0.17, 1.275, 0.583, 0.303, 0.333, negative
F, 0.665, 0.5, 0.175, 1.4355, 0.643, 0.345, 0.37, negative
I, 0.435, 0.325, 0.1, 0.342, 0.1335, 0.0835, 0.105, negative
I, 0.445, 0.345, 0.12, 0.4035, 0.169, 0.0825, 0.13, negative
I, 0.49, 0.39, 0.12, 0.511, 0.2205, 0.103, 0.1745, negative
I, 0.53, 0.425, 0.13, 0.781, 0.3905, 0.2005, 0.215, negative
M, 0.53, 0.41, 0.125, 0.769, 0.346, 0.173, 0.215, negative
F, 0.545, 0.41, 0.125, 0.654, 0.2945, 0.1315, 0.205, negative
I, 0.55, 0.45, 0.14, 0.753, 0.3445, 0.1325, 0.24, negative
I, 0.575, 0.45, 0.145, 0.872, 0.4675, 0.18, 0.217, negative
I, 0.575, 0.44, 0.15, 0.983, 0.486, 0.215, 0.239, negative
M, 0.59, 0.465, 0.135, 0.9895, 0.4235, 0.199, 0.28, negative
F, 0.605, 0.49, 0.15, 1.1345, 0.4305, 0.2525, 0.35, negative
M, 0.61, 0.45, 0.19, 1.0805, 0.517, 0.2495, 0.2935, negative
F, 0.61, 0.495, 0.165, 1.0835, 0.4525, 0.273, 0.317, negative
M, 0.65, 0.495, 0.16, 1.2075, 0.55, 0.2695, 0.32, negative
F, 0.65, 0.51, 0.175, 1.35, 0.575, 0.3155, 0.3885, negative
M, 0.65, 0.525, 0.19, 1.3685, 0.5975, 0.296, 0.4, negative
F, 0.66, 0.53, 0.17, 1.431, 0.622, 0.309, 0.398, negative
F, 0.67, 0.51, 0.155, 1.278, 0.5605, 0.3045, 0.358, negative
F, 0.675, 0.53, 0.195, 1.4985, 0.62, 0.375, 0.425, negative
M, 0.685, 0.535, 0.175, 1.432, 0.637, 0.247, 0.46, negative
I, 0.47, 0.355, 0.12, 0.4915, 0.1765, 0.1125, 0.1325, negative
M, 0.505, 0.4, 0.15, 0.775, 0.3445, 0.157, 0.185, negative
M, 0.515, 0.37, 0.115, 0.6145, 0.3415, 0.155, 0.146, negative
F, 0.65, 0.525, 0.165, 1.238, 0.647, 0.2485, 0.3005, negative
I, 0.4, 0.315, 0.1, 0.3225, 0.143, 0.0735, 0.091, negative
I, 0.515, 0.39, 0.12, 0.565, 0.235, 0.135, 0.179, negative
I, 0.525, 0.4, 0.14, 0.6055, 0.2605, 0.108, 0.21, negative
M, 0.53, 0.425, 0.13, 0.702, 0.2975, 0.1395, 0.22, negative
I, 0.575, 0.45, 0.145, 0.795, 0.364, 0.1505, 0.26, negative
I, 0.58, 0.42, 0.14, 0.701, 0.3285, 0.102, 0.2255, negative
M, 0.58, 0.45, 0.155, 0.8275, 0.321, 0.1975, 0.2445, negative
M, 0.585, 0.47, 0.145, 0.9565, 0.4025, 0.2365, 0.265, negative
I, 0.59, 0.45, 0.125, 0.86, 0.437, 0.1515, 0.245, negative
I, 0.62, 0.48, 0.18, 1.1305, 0.5285, 0.2655, 0.306, negative
F, 0.645, 0.51, 0.155, 1.129, 0.5015, 0.24, 0.342, negative
F, 0.675, 0.54, 0.21, 1.593, 0.686, 0.318, 0.45, negative
I, 0.305, 0.23, 0.075, 0.1455, 0.0595, 0.0305, 0.05, negative
M, 0.515, 0.385, 0.13, 0.623, 0.2855, 0.1285, 0.175, negative
I, 0.35, 0.26, 0.095, 0.221, 0.0985, 0.043, 0.07, negative
I, 0.38, 0.275, 0.095, 0.2425, 0.106, 0.0485, 0.21, negative
M, 0.57, 0.45, 0.14, 0.9275, 0.477, 0.1605, 0.2515, negative
F, 0.615, 0.455, 0.135, 1.059, 0.4735, 0.263, 0.274, negative
M, 0.68, 0.52, 0.175, 1.543, 0.7525, 0.351, 0.374, negative
F, 0.46, 0.365, 0.115, 0.4485, 0.165, 0.083, 0.17, negative
I, 0.335, 0.25, 0.095, 0.185, 0.0795, 0.0495, 0.055, negative
M, 0.455, 0.35, 0.105, 0.416, 0.1625, 0.097, 0.145, negative
F, 0.485, 0.4, 0.155, 0.731, 0.236, 0.183, 0.255, negative
F, 0.55, 0.465, 0.15, 1.082, 0.3575, 0.194, 0.19, negative
F, 0.655, 0.5, 0.18, 1.4155, 0.508, 0.314, 0.445, negative
M, 0.525, 0.395, 0.165, 0.782, 0.285, 0.1405, 0.285, positive
M, 0.545, 0.44, 0.165, 0.744, 0.2875, 0.204, 0.25, negative
I, 0.41, 0.33, 0.105, 0.335, 0.1525, 0.074, 0.11, negative
M, 0.62, 0.5, 0.2, 1.221, 0.4605, 0.263, 0.43, negative
F, 0.56, 0.46, 0.18, 0.97, 0.342, 0.196, 0.355, negative
I, 0.435, 0.355, 0.125, 0.4075, 0.1535, 0.074, 0.165, negative
F, 0.595, 0.5, 0.18, 1.053, 0.4405, 0.192, 0.39, negative
F, 0.615, 0.5, 0.165, 1.1765, 0.488, 0.244, 0.345, negative
F, 0.525, 0.43, 0.125, 0.813, 0.3315, 0.166, 0.1775, negative
M, 0.575, 0.47, 0.165, 0.853, 0.292, 0.179, 0.35, negative
F, 0.455, 0.375, 0.125, 0.458, 0.1985, 0.111, 0.12, negative
I, 0.52, 0.39, 0.14, 0.7325, 0.2415, 0.144, 0.26, positive
I, 0.565, 0.43, 0.135, 0.8545, 0.321, 0.1775, 0.275, negative
I, 0.5, 0.38, 0.155, 0.6675, 0.2745, 0.156, 0.18, negative
I, 0.235, 0.18, 0.06, 0.058, 0.022, 0.0145, 0.018, negative
F, 0.475, 0.4, 0.115, 0.541, 0.186, 0.1025, 0.21, negative
I, 0.235, 0.175, 0.065, 0.0615, 0.0205, 0.02, 0.019, negative
M, 0.525, 0.41, 0.165, 0.8005, 0.2635, 0.1985, 0.25, negative
F, 0.53, 0.4, 0.165, 0.772, 0.2855, 0.1975, 0.23, negative
F, 0.515, 0.395, 0.14, 0.686, 0.281, 0.1255, 0.22, negative
M, 0.565, 0.455, 0.15, 0.9795, 0.444, 0.205, 0.275, negative
F, 0.585, 0.45, 0.125, 0.874, 0.3545, 0.2075, 0.225, negative
I, 0.415, 0.31, 0.095, 0.34, 0.181, 0.057, 0.083, negative
I, 0.455, 0.35, 0.135, 0.5365, 0.2855, 0.0855, 0.1325, negative
F, 0.62, 0.465, 0.14, 1.011, 0.479, 0.2385, 0.255, negative
M, 0.625, 0.505, 0.175, 1.131, 0.5425, 0.2265, 0.323, negative
M, 0.625, 0.48, 0.175, 1.065, 0.4865, 0.259, 0.285, negative
F, 0.64, 0.525, 0.175, 1.382, 0.646, 0.3115, 0.37, negative
M, 0.66, 0.485, 0.155, 1.2275, 0.61, 0.274, 0.3, negative
M, 0.72, 0.545, 0.195, 1.7475, 0.8215, 0.383, 0.4705, negative
I, 0.275, 0.2, 0.07, 0.096, 0.037, 0.0225, 0.03, negative
I, 0.33, 0.26, 0.085, 0.1965, 0.0915, 0.0425, 0.055, negative
I, 0.485, 0.365, 0.09, 0.651, 0.3165, 0.132, 0.18, negative
F, 0.575, 0.45, 0.12, 0.9585, 0.447, 0.169, 0.275, negative
F, 0.58, 0.425, 0.155, 0.873, 0.3615, 0.249, 0.239, negative
M, 0.59, 0.45, 0.16, 0.998, 0.445, 0.214, 0.301, negative
M, 0.515, 0.39, 0.12, 0.6125, 0.302, 0.1365, 0.1415, negative
I, 0.41, 0.305, 0.1, 0.2645, 0.1, 0.0655, 0.085, negative
I, 0.48, 0.335, 0.125, 0.524, 0.246, 0.1095, 0.145, negative
I, 0.5, 0.36, 0.12, 0.439, 0.1875, 0.1055, 0.1305, negative
I, 0.545, 0.43, 0.14, 0.772, 0.289, 0.19, 0.2615, negative
M, 0.57, 0.445, 0.16, 1.0145, 0.516, 0.164, 0.3, negative
M, 0.585, 0.51, 0.16, 1.218, 0.639, 0.241, 0.3, negative
M, 0.61, 0.365, 0.155, 1.0765, 0.488, 0.249, 0.27, negative
M, 0.625, 0.5, 0.18, 1.3705, 0.645, 0.303, 0.3705, negative
M, 0.63, 0.53, 0.175, 1.4135, 0.667, 0.2945, 0.3555, negative
F, 0.635, 0.485, 0.155, 1.073, 0.467, 0.1975, 0.35, negative
M, 0.635, 0.5, 0.18, 1.2915, 0.594, 0.2695, 0.37, negative
I, 0.42, 0.305, 0.1, 0.3415, 0.1645, 0.0775, 0.086, negative
I, 0.48, 0.35, 0.1, 0.519, 0.2365, 0.1275, 0.126, negative
I, 0.515, 0.4, 0.14, 0.7165, 0.3495, 0.1595, 0.1785, negative
F, 0.57, 0.45, 0.15, 0.9645, 0.531, 0.189, 0.209, negative
I, 0.3, 0.215, 0.05, 0.1185, 0.048, 0.0225, 0.042, negative
I, 0.54, 0.415, 0.135, 0.709, 0.3195, 0.174, 0.185, negative
I, 0.57, 0.425, 0.14, 0.7655, 0.331, 0.14, 0.24, negative
F, 0.595, 0.455, 0.14, 0.914, 0.3895, 0.2225, 0.271, negative
F, 0.635, 0.495, 0.175, 1.2355, 0.5205, 0.3085, 0.347, negative
F, 0.65, 0.505, 0.165, 1.357, 0.5725, 0.281, 0.43, negative
I, 0.35, 0.25, 0.075, 0.1695, 0.0835, 0.0355, 0.041, negative
M, 0.385, 0.255, 0.1, 0.3175, 0.137, 0.068, 0.092, negative
I, 0.39, 0.29, 0.1, 0.2845, 0.1255, 0.0635, 0.081, negative
I, 0.405, 0.3, 0.085, 0.3035, 0.15, 0.0505, 0.088, negative
M, 0.5, 0.38, 0.125, 0.577, 0.269, 0.1265, 0.1535, negative
F, 0.565, 0.45, 0.165, 0.887, 0.37, 0.239, 0.249, negative
