@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.655, 0.5, 0.14, 1.1705, 0.5405, 0.3175, 0.285, negative
F, 0.625, 0.475, 0.13, 0.8595, 0.3195, 0.1775, 0.24, negative
M, 0.465, 0.36, 0.125, 0.4365, 0.169, 0.1075, 0.145, negative
F, 0.475, 0.375, 0.14, 0.501, 0.192, 0.1175, 0.175, negative
M, 0.485, 0.385, 0.125, 0.4775, 0.2, 0.0785, 0.17, negative
F, 0.63, 0.5, 0.16, 1.22, 0.4905, 0.3, 0.345, negative
F, 0.615, 0.5, 0.205, 1.1055, 0.4445, 0.227, 0.39, negative
M, 0.4, 0.31, 0.11, 0.314, 0.138, 0.057, 0.1, negative
M, 0.265, 0.2, 0.065, 0.084, 0.034, 0.0105, 0.03, negative
F, 0.535, 0.425, 0.155, 0.7765, 0.302, 0.1565, 0.25, negative
I, 0.45, 0.36, 0.125, 0.45, 0.191, 0.0865, 0.145, negative
F, 0.585, 0.475, 0.185, 0.8575, 0.3465, 0.1785, 0.275, negative
I, 0.445, 0.345, 0.13, 0.4075, 0.1365, 0.0645, 0.18, negative
F, 0.52, 0.405, 0.145, 0.829, 0.3535, 0.1685, 0.205, negative
I, 0.475, 0.365, 0.14, 0.4545, 0.171, 0.118, 0.158, negative
I, 0.54, 0.405, 0.15, 0.7585, 0.307, 0.2075, 0.19, negative
I, 0.44, 0.31, 0.115, 0.3625, 0.134, 0.082, 0.12, negative
I, 0.61, 0.48, 0.165, 1.097, 0.4215, 0.264, 0.335, negative
I, 0.61, 0.46, 0.17, 1.278, 0.41, 0.257, 0.37, negative
M, 0.33, 0.235, 0.09, 0.163, 0.0615, 0.034, 0.055, negative
F, 0.46, 0.33, 0.15, 0.5325, 0.2085, 0.1805, 0.125, negative
M, 0.56, 0.44, 0.16, 1.1115, 0.5035, 0.2785, 0.26, negative
F, 0.605, 0.45, 0.165, 1.2225, 0.357, 0.202, 0.385, negative
M, 0.605, 0.475, 0.16, 1.616, 0.5495, 0.332, 0.34, negative
M, 0.365, 0.285, 0.085, 0.2205, 0.0855, 0.0515, 0.07, negative
I, 0.35, 0.265, 0.11, 0.209, 0.066, 0.059, 0.075, negative
I, 0.43, 0.32, 0.1, 0.3855, 0.192, 0.0745, 0.1, negative
F, 0.56, 0.465, 0.16, 1.0315, 0.432, 0.2025, 0.337, negative
M, 0.6, 0.475, 0.15, 1.089, 0.5195, 0.223, 0.292, negative
M, 0.74, 0.605, 0.2, 2.4925, 1.1455, 0.575, 0.5235, negative
I, 0.25, 0.18, 0.065, 0.0805, 0.0345, 0.0185, 0.0215, negative
I, 0.35, 0.265, 0.095, 0.199, 0.073, 0.049, 0.06, negative
I, 0.44, 0.35, 0.125, 0.456, 0.21, 0.0955, 0.131, negative
I, 0.495, 0.4, 0.145, 0.578, 0.2545, 0.1305, 0.1645, negative
M, 0.52, 0.395, 0.125, 0.8115, 0.4035, 0.166, 0.2, negative
M, 0.55, 0.44, 0.155, 0.9155, 0.3645, 0.195, 0.25, negative
F, 0.61, 0.48, 0.16, 1.234, 0.598, 0.238, 0.315, negative
F, 0.61, 0.495, 0.175, 1.2635, 0.53, 0.315, 0.3455, negative
M, 0.66, 0.525, 0.18, 1.478, 0.5815, 0.381, 0.372, negative
F, 0.725, 0.58, 0.185, 1.523, 0.8045, 0.3595, 0.4375, negative
I, 0.4, 0.315, 0.085, 0.2675, 0.116, 0.0585, 0.0765, negative
I, 0.485, 0.37, 0.115, 0.637, 0.38, 0.1335, 0.128, negative
F, 0.505, 0.475, 0.16, 1.1155, 0.509, 0.239, 0.3065, negative
I, 0.51, 0.405, 0.13, 0.599, 0.3065, 0.1155, 0.1485, negative
M, 0.56, 0.415, 0.13, 0.7615, 0.3695, 0.17, 0.1955, negative
F, 0.64, 0.475, 0.175, 1.1545, 0.4865, 0.341, 0.288, negative
F, 0.69, 0.525, 0.19, 1.492, 0.6425, 0.3905, 0.42, negative
M, 0.715, 0.545, 0.18, 1.7405, 0.871, 0.347, 0.449, negative
I, 0.215, 0.15, 0.055, 0.041, 0.015, 0.0090, 0.0125, negative
I, 0.26, 0.205, 0.07, 0.097, 0.0415, 0.019, 0.0305, negative
I, 0.32, 0.24, 0.085, 0.131, 0.0615, 0.0265, 0.038, negative
I, 0.48, 0.355, 0.125, 0.494, 0.2385, 0.0835, 0.15, negative
M, 0.535, 0.415, 0.135, 0.78, 0.3165, 0.169, 0.2365, negative
I, 0.55, 0.425, 0.155, 0.8725, 0.412, 0.187, 0.2425, negative
F, 0.565, 0.45, 0.175, 1.2365, 0.5305, 0.2455, 0.308, negative
F, 0.575, 0.475, 0.16, 0.895, 0.3605, 0.221, 0.271, negative
M, 0.575, 0.45, 0.155, 0.886, 0.3605, 0.211, 0.2575, negative
I, 0.58, 0.46, 0.14, 0.9265, 0.4135, 0.1845, 0.27, negative
I, 0.58, 0.46, 0.14, 0.8295, 0.3915, 0.165, 0.238, negative
I, 0.58, 0.47, 0.15, 0.907, 0.444, 0.1855, 0.2445, negative
F, 0.595, 0.465, 0.145, 0.7955, 0.3425, 0.1795, 0.2425, negative
M, 0.625, 0.485, 0.16, 1.2135, 0.631, 0.2235, 0.302, negative
M, 0.635, 0.495, 0.17, 1.3695, 0.657, 0.3055, 0.365, negative
M, 0.65, 0.515, 0.185, 1.3745, 0.75, 0.1805, 0.369, negative
M, 0.65, 0.515, 0.18, 1.463, 0.658, 0.3135, 0.4115, negative
F, 0.65, 0.52, 0.195, 1.6275, 0.689, 0.3905, 0.432, negative
I, 0.42, 0.325, 0.11, 0.325, 0.1245, 0.0755, 0.1025, negative
F, 0.555, 0.405, 0.12, 0.913, 0.4585, 0.196, 0.2065, negative
F, 0.59, 0.465, 0.17, 1.0425, 0.4635, 0.24, 0.27, negative
F, 0.61, 0.49, 0.17, 1.3475, 0.7045, 0.25, 0.3045, negative
M, 0.615, 0.495, 0.2, 1.304, 0.5795, 0.3115, 0.371, negative
I, 0.27, 0.205, 0.05, 0.084, 0.03, 0.0185, 0.029, negative
I, 0.3, 0.225, 0.075, 0.1345, 0.057, 0.028, 0.044, negative
I, 0.44, 0.32, 0.095, 0.3275, 0.1495, 0.059, 0.1, negative
I, 0.47, 0.345, 0.12, 0.3685, 0.1525, 0.0615, 0.125, negative
I, 0.515, 0.405, 0.13, 0.573, 0.213, 0.134, 0.195, negative
I, 0.525, 0.405, 0.125, 0.657, 0.2985, 0.1505, 0.168, negative
I, 0.535, 0.45, 0.155, 0.8075, 0.3655, 0.148, 0.2595, negative
I, 0.55, 0.415, 0.15, 0.7915, 0.3535, 0.176, 0.236, negative
I, 0.555, 0.43, 0.15, 0.783, 0.345, 0.1755, 0.247, negative
F, 0.585, 0.42, 0.155, 1.034, 0.437, 0.2225, 0.32, negative
F, 0.585, 0.465, 0.145, 0.9855, 0.4325, 0.2145, 0.2845, negative
F, 0.595, 0.44, 0.135, 0.964, 0.5005, 0.1715, 0.2575, negative
M, 0.615, 0.47, 0.175, 1.242, 0.5675, 0.287, 0.317, negative
M, 0.62, 0.5, 0.18, 1.3915, 0.726, 0.2795, 0.332, negative
M, 0.645, 0.51, 0.19, 1.4865, 0.6445, 0.296, 0.425, negative
M, 0.65, 0.52, 0.17, 1.3655, 0.6155, 0.2885, 0.36, negative
M, 0.65, 0.495, 0.17, 1.276, 0.6215, 0.2305, 0.399, negative
M, 0.65, 0.51, 0.175, 1.155, 0.4955, 0.2025, 0.385, negative
F, 0.665, 0.54, 0.195, 1.764, 0.8505, 0.3615, 0.47, negative
M, 0.685, 0.55, 0.19, 1.885, 0.89, 0.41, 0.4895, negative
M, 0.705, 0.55, 0.21, 1.4385, 0.655, 0.3255, 0.462, negative
M, 0.78, 0.6, 0.21, 2.548, 1.1945, 0.5745, 0.6745, negative
F, 0.38, 0.32, 0.115, 0.6475, 0.323, 0.1325, 0.164, negative
M, 0.43, 0.31, 0.13, 0.6485, 0.2735, 0.163, 0.184, negative
M, 0.495, 0.375, 0.155, 0.976, 0.45, 0.2285, 0.2475, negative
F, 0.705, 0.555, 0.195, 1.7525, 0.7105, 0.4215, 0.516, negative
I, 0.485, 0.37, 0.14, 0.5065, 0.2425, 0.088, 0.1465, negative
I, 0.52, 0.41, 0.14, 0.699, 0.3395, 0.129, 0.1945, negative
M, 0.53, 0.42, 0.135, 0.675, 0.294, 0.156, 0.1825, negative
F, 0.555, 0.44, 0.14, 0.846, 0.346, 0.1715, 0.2735, negative
F, 0.56, 0.43, 0.145, 0.898, 0.3895, 0.2325, 0.245, negative
F, 0.585, 0.42, 0.155, 0.9845, 0.442, 0.2155, 0.2875, negative
F, 0.62, 0.5, 0.175, 1.107, 0.4895, 0.24, 0.343, negative
M, 0.62, 0.48, 0.155, 1.2555, 0.527, 0.374, 0.3175, negative
M, 0.625, 0.495, 0.155, 1.177, 0.5055, 0.278, 0.345, negative
F, 0.63, 0.475, 0.15, 1.072, 0.433, 0.2975, 0.315, negative
F, 0.65, 0.505, 0.175, 1.2075, 0.5105, 0.262, 0.39, negative
M, 0.74, 0.58, 0.205, 2.381, 0.8155, 0.4695, 0.488, negative
I, 0.32, 0.23, 0.06, 0.129, 0.0615, 0.0275, 0.0355, negative
M, 0.475, 0.385, 0.12, 0.562, 0.289, 0.0905, 0.153, negative
M, 0.565, 0.445, 0.14, 0.836, 0.406, 0.1605, 0.2245, negative
M, 0.68, 0.54, 0.195, 1.7825, 0.5565, 0.3235, 0.4285, negative
F, 0.71, 0.555, 0.17, 1.47, 0.5375, 0.38, 0.431, negative
M, 0.335, 0.26, 0.075, 0.22, 0.0855, 0.04, 0.085, negative
F, 0.57, 0.465, 0.155, 0.9685, 0.446, 0.261, 0.255, negative
M, 0.41, 0.335, 0.115, 0.4405, 0.19, 0.085, 0.135, negative
M, 0.655, 0.515, 0.2, 1.373, 0.443, 0.3375, 0.49, negative
I, 0.32, 0.235, 0.065, 0.1385, 0.058, 0.0225, 0.05, negative
F, 0.525, 0.43, 0.165, 0.717, 0.289, 0.1745, 0.195, negative
F, 0.44, 0.34, 0.135, 0.3975, 0.1505, 0.0945, 0.135, negative
M, 0.295, 0.225, 0.09, 0.1385, 0.048, 0.046, 0.05, negative
F, 0.645, 0.5, 0.225, 1.626, 0.587, 0.4055, 0.41, negative
F, 0.61, 0.49, 0.17, 1.1775, 0.5655, 0.2385, 0.295, negative
M, 0.54, 0.425, 0.12, 0.817, 0.2945, 0.153, 0.195, negative
F, 0.5, 0.4, 0.15, 0.8085, 0.273, 0.112, 0.295, negative
M, 0.38, 0.27, 0.095, 0.219, 0.0835, 0.0515, 0.07, negative
I, 0.52, 0.405, 0.14, 0.6765, 0.2865, 0.146, 0.205, negative
M, 0.395, 0.28, 0.08, 0.266, 0.0995, 0.066, 0.09, negative
F, 0.67, 0.535, 0.185, 1.597, 0.6275, 0.35, 0.47, negative
M, 0.52, 0.41, 0.115, 0.77, 0.263, 0.157, 0.26, negative
F, 0.54, 0.44, 0.16, 1.0905, 0.391, 0.2295, 0.355, negative
I, 0.315, 0.235, 0.08, 0.18, 0.08, 0.045, 0.047, negative
I, 0.49, 0.385, 0.12, 0.591, 0.271, 0.1125, 0.1775, negative
F, 0.68, 0.55, 0.19, 1.807, 0.8225, 0.3655, 0.515, negative
F, 0.67, 0.52, 0.195, 1.8065, 0.758, 0.3735, 0.5055, negative
M, 0.685, 0.51, 0.18, 1.4545, 0.6315, 0.3105, 0.3725, negative
I, 0.48, 0.35, 0.105, 0.635, 0.352, 0.127, 0.135, negative
I, 0.485, 0.375, 0.125, 0.562, 0.2505, 0.1345, 0.1525, negative
M, 0.61, 0.49, 0.16, 1.146, 0.597, 0.246, 0.265, negative
M, 0.615, 0.53, 0.17, 1.12, 0.5775, 0.2095, 0.286, negative
M, 0.66, 0.505, 0.19, 1.4385, 0.6775, 0.285, 0.178, negative
I, 0.33, 0.245, 0.065, 0.1445, 0.058, 0.032, 0.0505, negative
I, 0.435, 0.325, 0.1, 0.366, 0.174, 0.0725, 0.109, negative
M, 0.51, 0.405, 0.125, 0.6925, 0.327, 0.155, 0.1805, negative
I, 0.52, 0.41, 0.14, 0.5995, 0.242, 0.1375, 0.182, negative
I, 0.56, 0.44, 0.155, 0.811, 0.3685, 0.178, 0.235, negative
F, 0.575, 0.46, 0.165, 0.9575, 0.4815, 0.1945, 0.236, negative
F, 0.58, 0.46, 0.135, 0.926, 0.4025, 0.208, 0.275, negative
F, 0.625, 0.495, 0.16, 1.234, 0.6335, 0.192, 0.35, negative
M, 0.625, 0.495, 0.155, 1.025, 0.46, 0.1945, 0.34, negative
M, 0.625, 0.47, 0.145, 1.7855, 0.675, 0.247, 0.3245, negative
F, 0.695, 0.56, 0.185, 1.7715, 0.8195, 0.331, 0.437, negative
F, 0.64, 0.49, 0.18, 1.36, 0.653, 0.347, 0.305, negative
I, 0.455, 0.335, 0.105, 0.4055, 0.175, 0.092, 0.1185, negative
I, 0.485, 0.375, 0.11, 0.464, 0.2015, 0.09, 0.149, negative
M, 0.545, 0.45, 0.15, 0.7805, 0.3795, 0.1625, 0.216, negative
I, 0.55, 0.435, 0.125, 0.741, 0.348, 0.1585, 0.206, negative
M, 0.55, 0.385, 0.13, 0.7275, 0.343, 0.1625, 0.19, negative
I, 0.555, 0.43, 0.125, 0.7005, 0.3395, 0.1355, 0.2095, negative
F, 0.575, 0.48, 0.17, 1.1, 0.506, 0.2485, 0.31, negative
M, 0.6, 0.47, 0.13, 1.0105, 0.423, 0.219, 0.298, negative
F, 0.625, 0.49, 0.19, 1.7015, 0.7465, 0.4105, 0.3855, negative
F, 0.635, 0.5, 0.175, 1.477, 0.684, 0.3005, 0.39, negative
F, 0.65, 0.495, 0.16, 1.3105, 0.577, 0.3315, 0.355, negative
M, 0.67, 0.525, 0.18, 1.4915, 0.728, 0.343, 0.381, negative
F, 0.675, 0.51, 0.15, 1.1965, 0.475, 0.304, 0.386, negative
M, 0.51, 0.41, 0.155, 1.2825, 0.569, 0.291, 0.3795, negative
F, 0.56, 0.42, 0.18, 1.6645, 0.7755, 0.35, 0.4525, negative
M, 0.625, 0.48, 0.16, 1.2415, 0.6575, 0.2625, 0.2785, negative
I, 0.46, 0.365, 0.11, 0.4495, 0.1755, 0.102, 0.15, negative
I, 0.5, 0.385, 0.12, 0.516, 0.197, 0.1305, 0.165, negative
F, 0.645, 0.535, 0.19, 1.2395, 0.468, 0.2385, 0.424, negative
M, 0.77, 0.605, 0.175, 2.0505, 0.8005, 0.526, 0.355, negative
I, 0.43, 0.315, 0.115, 0.384, 0.1885, 0.0715, 0.11, negative
M, 0.475, 0.37, 0.11, 0.4895, 0.2185, 0.107, 0.146, negative
M, 0.475, 0.36, 0.14, 0.5135, 0.241, 0.1045, 0.155, negative
F, 0.585, 0.475, 0.165, 1.053, 0.458, 0.217, 0.3, negative
I, 0.475, 0.365, 0.115, 0.499, 0.232, 0.0885, 0.156, negative
F, 0.515, 0.4, 0.125, 0.615, 0.2865, 0.123, 0.1765, negative
M, 0.52, 0.385, 0.165, 0.791, 0.375, 0.18, 0.1815, negative
