@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
M, 0.35, 0.26, 0.09, 0.195, 0.0745, 0.041, 0.0655, negative
M, 0.44, 0.35, 0.14, 0.451, 0.171, 0.0705, 0.184, negative
I, 0.49, 0.385, 0.14, 0.5425, 0.198, 0.127, 0.175, negative
I, 0.375, 0.28, 0.1, 0.2565, 0.1165, 0.0585, 0.0725, negative
F, 0.545, 0.435, 0.15, 0.6855, 0.2905, 0.145, 0.225, negative
F, 0.45, 0.35, 0.125, 0.4435, 0.185, 0.09, 0.145, negative
F, 0.49, 0.39, 0.135, 0.59, 0.215, 0.125, 0.1845, negative
M, 0.43, 0.33, 0.095, 0.34, 0.1315, 0.085, 0.112, negative
F, 0.455, 0.36, 0.11, 0.4385, 0.206, 0.098, 0.125, negative
I, 0.435, 0.34, 0.11, 0.407, 0.1685, 0.073, 0.13, negative
I, 0.39, 0.3, 0.1, 0.3085, 0.1385, 0.0735, 0.085, negative
M, 0.33, 0.245, 0.085, 0.171, 0.0655, 0.0365, 0.055, negative
M, 0.54, 0.405, 0.155, 0.9715, 0.3225, 0.194, 0.29, positive
F, 0.475, 0.375, 0.125, 0.588, 0.237, 0.1715, 0.155, negative
M, 0.335, 0.255, 0.075, 0.1635, 0.0615, 0.0345, 0.057, negative
M, 0.545, 0.42, 0.125, 0.9745, 0.353, 0.174, 0.305, negative
M, 0.645, 0.515, 0.185, 1.4605, 0.5835, 0.3155, 0.41, positive
M, 0.575, 0.435, 0.13, 1.0105, 0.368, 0.222, 0.32, negative
M, 0.455, 0.345, 0.15, 0.5795, 0.1685, 0.125, 0.215, negative
I, 0.48, 0.355, 0.115, 0.5785, 0.25, 0.106, 0.184, negative
M, 0.49, 0.395, 0.12, 0.674, 0.3325, 0.1235, 0.185, negative
M, 0.58, 0.46, 0.15, 1.0165, 0.491, 0.221, 0.265, negative
F, 0.595, 0.475, 0.165, 1.148, 0.444, 0.214, 0.37, negative
F, 0.65, 0.545, 0.185, 1.5055, 0.6565, 0.341, 0.43, negative
I, 0.28, 0.21, 0.065, 0.111, 0.0425, 0.0285, 0.03, negative
I, 0.37, 0.28, 0.09, 0.2565, 0.1255, 0.0645, 0.0645, negative
I, 0.375, 0.285, 0.09, 0.257, 0.1045, 0.062, 0.075, negative
I, 0.38, 0.275, 0.095, 0.2505, 0.0945, 0.0655, 0.075, negative
I, 0.395, 0.3, 0.09, 0.279, 0.134, 0.049, 0.075, negative
I, 0.43, 0.335, 0.105, 0.378, 0.188, 0.0785, 0.09, negative
F, 0.505, 0.39, 0.12, 0.5725, 0.2555, 0.1325, 0.146, negative
F, 0.555, 0.44, 0.145, 0.8815, 0.43, 0.1975, 0.2155, negative
M, 0.615, 0.505, 0.19, 1.403, 0.6715, 0.2925, 0.365, negative
M, 0.635, 0.495, 0.155, 1.3635, 0.583, 0.2985, 0.295, negative
I, 0.47, 0.355, 0.145, 0.4485, 0.156, 0.102, 0.123, negative
F, 0.53, 0.42, 0.14, 0.627, 0.2905, 0.1165, 0.183, negative
M, 0.55, 0.44, 0.16, 0.985, 0.4645, 0.201, 0.27, negative
M, 0.555, 0.44, 0.145, 0.85, 0.4165, 0.1685, 0.23, negative
M, 0.555, 0.44, 0.15, 0.838, 0.4155, 0.146, 0.23, negative
F, 0.555, 0.43, 0.135, 0.812, 0.4055, 0.163, 0.2215, negative
M, 0.575, 0.44, 0.145, 0.87, 0.3945, 0.2195, 0.225, negative
F, 0.62, 0.51, 0.18, 1.233, 0.592, 0.274, 0.322, negative
M, 0.65, 0.505, 0.18, 1.469, 0.7115, 0.3335, 0.38, negative
F, 0.655, 0.54, 0.175, 1.5585, 0.7285, 0.402, 0.385, negative
M, 0.71, 0.57, 0.195, 1.348, 0.8985, 0.4435, 0.4535, negative
I, 0.24, 0.185, 0.06, 0.0655, 0.0295, 5.0E-4, 0.02, negative
I, 0.33, 0.23, 0.085, 0.1695, 0.079, 0.026, 0.0505, negative
I, 0.53, 0.42, 0.13, 0.658, 0.296, 0.1245, 0.198, negative
I, 0.535, 0.41, 0.13, 0.6075, 0.268, 0.1225, 0.1975, negative
I, 0.54, 0.41, 0.135, 0.7025, 0.31, 0.177, 0.2, negative
I, 0.57, 0.42, 0.13, 0.7745, 0.3535, 0.1505, 0.2365, negative
F, 0.57, 0.42, 0.16, 0.8875, 0.4315, 0.1915, 0.223, negative
I, 0.575, 0.455, 0.155, 0.8725, 0.349, 0.2095, 0.285, negative
M, 0.58, 0.47, 0.165, 1.041, 0.54, 0.166, 0.279, negative
F, 0.585, 0.465, 0.165, 0.9355, 0.4035, 0.2275, 0.259, negative
F, 0.585, 0.46, 0.165, 1.058, 0.486, 0.25, 0.294, negative
F, 0.6, 0.475, 0.155, 1.059, 0.441, 0.19, 0.39, negative
M, 0.6, 0.475, 0.23, 1.157, 0.522, 0.2235, 0.36, negative
F, 0.655, 0.53, 0.165, 1.2835, 0.583, 0.1255, 0.4, negative
M, 0.675, 0.515, 0.145, 1.265, 0.6025, 0.299, 0.325, negative
I, 0.495, 0.375, 0.115, 0.5755, 0.31, 0.1145, 0.1395, negative
M, 0.515, 0.39, 0.14, 0.678, 0.341, 0.1325, 0.119, negative
M, 0.545, 0.43, 0.155, 0.8035, 0.409, 0.144, 0.228, negative
I, 0.285, 0.225, 0.07, 0.1005, 0.0425, 0.0185, 0.035, negative
I, 0.3, 0.22, 0.065, 0.1195, 0.052, 0.0155, 0.035, negative
I, 0.465, 0.355, 0.12, 0.4975, 0.2375, 0.099, 0.14, negative
I, 0.475, 0.365, 0.105, 0.4175, 0.1645, 0.099, 0.127, negative
I, 0.475, 0.335, 0.1, 0.4425, 0.1895, 0.086, 0.135, negative
I, 0.475, 0.35, 0.125, 0.4225, 0.1905, 0.079, 0.1355, negative
F, 0.525, 0.425, 0.14, 0.8735, 0.4205, 0.182, 0.2225, negative
I, 0.53, 0.42, 0.14, 0.6765, 0.256, 0.1855, 0.208, negative
I, 0.55, 0.4, 0.135, 0.717, 0.3315, 0.1495, 0.221, negative
I, 0.62, 0.47, 0.155, 0.966, 0.447, 0.171, 0.284, negative
I, 0.625, 0.485, 0.16, 1.15, 0.5255, 0.257, 0.3315, negative
M, 0.675, 0.51, 0.17, 1.527, 0.809, 0.318, 0.341, negative
F, 0.705, 0.53, 0.17, 1.564, 0.612, 0.394, 0.44, negative
M, 0.71, 0.555, 0.175, 2.14, 1.2455, 0.3725, 0.434, negative
I, 0.5, 0.395, 0.145, 0.7865, 0.332, 0.1815, 0.2455, negative
M, 0.605, 0.455, 0.16, 1.1215, 0.533, 0.273, 0.271, negative
M, 0.615, 0.505, 0.165, 1.167, 0.4895, 0.2955, 0.345, negative
M, 0.625, 0.47, 0.15, 1.124, 0.556, 0.2315, 0.287, negative
F, 0.635, 0.505, 0.17, 1.2635, 0.512, 0.322, 0.355, negative
I, 0.275, 0.205, 0.065, 0.101, 0.041, 0.021, 0.034, negative
I, 0.385, 0.29, 0.1, 0.2575, 0.1, 0.061, 0.086, negative
I, 0.43, 0.33, 0.095, 0.32, 0.118, 0.065, 0.123, negative
M, 0.53, 0.425, 0.155, 0.7905, 0.307, 0.171, 0.2595, negative
I, 0.53, 0.395, 0.115, 0.475, 0.2025, 0.101, 0.148, negative
I, 0.53, 0.41, 0.15, 0.612, 0.2435, 0.1525, 0.1895, negative
I, 0.535, 0.45, 0.135, 0.728, 0.2845, 0.1845, 0.265, negative
M, 0.56, 0.465, 0.145, 0.8875, 0.3345, 0.22, 0.2695, negative
I, 0.565, 0.43, 0.125, 0.6545, 0.2815, 0.139, 0.21, negative
M, 0.575, 0.465, 0.12, 1.0535, 0.516, 0.2185, 0.235, negative
M, 0.595, 0.48, 0.185, 1.1785, 0.526, 0.2975, 0.314, negative
F, 0.665, 0.525, 0.18, 1.5785, 0.678, 0.229, 0.456, negative
M, 0.695, 0.58, 0.2, 1.8995, 0.675, 0.478, 0.5295, negative
F, 0.705, 0.56, 0.17, 1.4575, 0.607, 0.318, 0.44, negative
I, 0.205, 0.155, 0.045, 0.0495, 0.0235, 0.011, 0.014, negative
I, 0.355, 0.27, 0.1, 0.2255, 0.11, 0.042, 0.064, negative
F, 0.45, 0.365, 0.115, 0.5885, 0.318, 0.121, 0.1325, negative
I, 0.525, 0.4, 0.125, 0.5655, 0.2435, 0.119, 0.175, negative
M, 0.555, 0.445, 0.13, 0.8625, 0.4225, 0.155, 0.24, negative
I, 0.46, 0.34, 0.1, 0.386, 0.1805, 0.0875, 0.0965, negative
M, 0.465, 0.355, 0.12, 0.5315, 0.2725, 0.097, 0.1395, negative
M, 0.57, 0.44, 0.145, 0.8815, 0.3605, 0.1955, 0.2735, negative
F, 0.605, 0.48, 0.175, 1.1685, 0.4815, 0.2305, 0.356, negative
M, 0.5, 0.385, 0.12, 0.6335, 0.2305, 0.125, 0.235, negative
F, 0.425, 0.35, 0.1, 0.4425, 0.175, 0.0755, 0.175, negative
M, 0.5, 0.42, 0.125, 0.62, 0.255, 0.15, 0.205, negative
M, 0.57, 0.45, 0.155, 0.91, 0.326, 0.1895, 0.355, negative
I, 0.37, 0.275, 0.085, 0.2045, 0.096, 0.056, 0.08, negative
M, 0.445, 0.37, 0.125, 0.515, 0.2495, 0.087, 0.159, negative
F, 0.675, 0.535, 0.22, 1.604, 0.6175, 0.4255, 0.453, negative
F, 0.375, 0.295, 0.11, 0.3005, 0.1255, 0.0575, 0.1035, negative
M, 0.55, 0.41, 0.15, 0.785, 0.282, 0.186, 0.275, negative
I, 0.335, 0.255, 0.085, 0.1785, 0.071, 0.0405, 0.055, negative
M, 0.475, 0.37, 0.125, 0.655, 0.266, 0.1725, 0.185, negative
F, 0.5, 0.39, 0.13, 0.6355, 0.2505, 0.1635, 0.195, negative
F, 0.45, 0.36, 0.11, 0.447, 0.203, 0.082, 0.13, negative
F, 0.515, 0.4, 0.115, 0.578, 0.191, 0.1445, 0.17, negative
I, 0.33, 0.25, 0.075, 0.1405, 0.056, 0.035, 0.05, negative
M, 0.545, 0.45, 0.16, 0.8615, 0.2925, 0.1545, 0.365, negative
F, 0.565, 0.455, 0.13, 1.058, 0.439, 0.2645, 0.3, negative
F, 0.575, 0.45, 0.1, 0.9315, 0.431, 0.222, 0.235, negative
M, 0.515, 0.4, 0.14, 0.7365, 0.2955, 0.184, 0.185, negative
M, 0.495, 0.38, 0.135, 0.6295, 0.263, 0.1425, 0.215, negative
I, 0.16, 0.12, 0.02, 0.018, 0.0075, 0.0045, 0.0050, negative
M, 0.455, 0.355, 0.135, 0.4745, 0.1865, 0.0935, 0.168, negative
I, 0.56, 0.445, 0.165, 1.0285, 0.4535, 0.253, 0.275, negative
I, 0.615, 0.46, 0.19, 1.066, 0.4335, 0.226, 0.33, negative
F, 0.645, 0.49, 0.19, 1.3065, 0.479, 0.3565, 0.345, negative
I, 0.525, 0.4, 0.14, 0.6955, 0.2405, 0.16, 0.253, negative
F, 0.5, 0.4, 0.165, 0.7105, 0.27, 0.1455, 0.225, negative
I, 0.58, 0.42, 0.16, 0.728, 0.2725, 0.19, 0.19, negative
I, 0.55, 0.44, 0.165, 0.8605, 0.312, 0.169, 0.3, negative
F, 0.49, 0.37, 0.115, 0.541, 0.171, 0.1175, 0.185, negative
M, 0.475, 0.365, 0.14, 0.6175, 0.202, 0.1445, 0.19, negative
F, 0.525, 0.415, 0.15, 0.7155, 0.2355, 0.171, 0.27, negative
F, 0.53, 0.425, 0.13, 0.717, 0.2115, 0.166, 0.255, negative
F, 0.465, 0.39, 0.11, 0.6355, 0.1815, 0.157, 0.225, negative
F, 0.555, 0.44, 0.155, 1.016, 0.4935, 0.1855, 0.263, negative
M, 0.695, 0.55, 0.205, 2.173, 1.133, 0.4665, 0.496, negative
I, 0.375, 0.29, 0.095, 0.2875, 0.123, 0.0605, 0.08, negative
I, 0.415, 0.33, 0.1, 0.3905, 0.1925, 0.0755, 0.1025, negative
M, 0.495, 0.375, 0.115, 0.6245, 0.282, 0.143, 0.155, negative
F, 0.525, 0.41, 0.115, 0.7745, 0.416, 0.163, 0.18, negative
M, 0.665, 0.515, 0.165, 1.3855, 0.621, 0.302, 0.3445, negative
M, 0.7, 0.6, 0.23, 2.003, 0.8105, 0.4045, 0.5755, negative
M, 0.72, 0.6, 0.235, 2.2385, 0.984, 0.411, 0.621, negative
I, 0.245, 0.175, 0.055, 0.0785, 0.04, 0.018, 0.02, negative
I, 0.51, 0.39, 0.125, 0.597, 0.293, 0.1265, 0.1555, negative
M, 0.52, 0.395, 0.125, 0.5815, 0.2565, 0.1265, 0.17, negative
F, 0.555, 0.43, 0.14, 0.7545, 0.3525, 0.1835, 0.2015, negative
M, 0.585, 0.465, 0.15, 0.98, 0.4315, 0.2545, 0.247, negative
M, 0.585, 0.455, 0.155, 1.133, 0.5515, 0.223, 0.305, negative
I, 0.365, 0.28, 0.09, 0.196, 0.0865, 0.036, 0.0605, negative
I, 0.365, 0.27, 0.09, 0.2155, 0.1005, 0.049, 0.0655, negative
M, 0.6, 0.46, 0.155, 0.6655, 0.285, 0.149, 0.269, negative
M, 0.625, 0.5, 0.175, 1.0565, 0.4615, 0.258, 0.305, negative
F, 0.635, 0.5, 0.18, 1.2565, 0.539, 0.292, 0.35, negative
F, 0.645, 0.5, 0.15, 1.159, 0.4675, 0.3355, 0.31, negative
I, 0.545, 0.405, 0.13, 0.658, 0.327, 0.1445, 0.174, negative
F, 0.63, 0.515, 0.16, 1.336, 0.553, 0.3205, 0.35, negative
I, 0.37, 0.275, 0.08, 0.2325, 0.093, 0.056, 0.072, negative
I, 0.395, 0.31, 0.085, 0.317, 0.153, 0.0505, 0.0935, negative
I, 0.515, 0.395, 0.125, 0.5805, 0.2365, 0.1075, 0.19, negative
I, 0.52, 0.4, 0.14, 0.622, 0.278, 0.1455, 0.169, negative
M, 0.56, 0.45, 0.145, 0.9355, 0.425, 0.1645, 0.2725, negative
M, 0.615, 0.475, 0.205, 1.337, 0.5995, 0.2815, 0.37, negative
M, 0.68, 0.545, 0.185, 1.672, 0.7075, 0.364, 0.48, negative
F, 0.715, 0.565, 0.18, 1.79, 0.844, 0.3535, 0.5385, negative
F, 0.605, 0.465, 0.155, 1.1, 0.547, 0.2665, 0.2585, negative
M, 0.35, 0.265, 0.09, 0.197, 0.073, 0.0365, 0.077, negative
M, 0.55, 0.42, 0.145, 0.7385, 0.321, 0.1485, 0.252, negative
I, 0.55, 0.445, 0.11, 0.7935, 0.378, 0.142, 0.26, negative
I, 0.58, 0.425, 0.145, 0.83, 0.379, 0.1605, 0.2575, negative
I, 0.585, 0.47, 0.17, 0.985, 0.3695, 0.2395, 0.315, negative
M, 0.63, 0.505, 0.155, 1.105, 0.492, 0.226, 0.325, negative
M, 0.655, 0.525, 0.18, 1.402, 0.624, 0.2935, 0.365, negative
I, 0.44, 0.35, 0.11, 0.3805, 0.1575, 0.0895, 0.115, negative
I, 0.48, 0.355, 0.11, 0.4495, 0.201, 0.089, 0.14, negative
F, 0.585, 0.455, 0.17, 0.9945, 0.4255, 0.263, 0.2845, negative
M, 0.59, 0.44, 0.135, 0.966, 0.439, 0.2145, 0.2605, negative
F, 0.625, 0.485, 0.15, 1.0945, 0.531, 0.261, 0.296, negative
