@relation abalone19
@attribute Sex {M, F, I}
@attribute Length real [0.075, 0.815]
@attribute Diameter real [0.055, 0.65]
@attribute Height real [0.0, 1.13]
@attribute Whole_weight real [0.0020, 2.8255]
@attribute Shucked_weight real [0.0010, 1.488]
@attribute Viscera_weight real [5.0E-4, 0.76]
@attribute Shell_weight real [0.0015, 1.005]
@attribute Class {positive, negative}
@inputs Sex, Length, Diameter, Height, Whole_weight, Shucked_weight, Viscera_weight, Shell_weight
@outputs Class
@data
F, 0.62, 0.485, 0.22, 1.511, 0.5095, 0.284, 0.51, negative
F, 0.45, 0.35, 0.135, 0.56, 0.231, 0.137, 0.145, negative
F, 0.64, 0.505, 0.19, 1.2765, 0.4835, 0.328, 0.4, negative
F, 0.59, 0.485, 0.205, 1.2315, 0.4525, 0.238, 0.42, negative
F, 0.61, 0.495, 0.19, 1.213, 0.464, 0.306, 0.365, negative
M, 0.595, 0.5, 0.165, 1.06, 0.402, 0.28, 0.275, negative
F, 0.495, 0.385, 0.135, 0.6625, 0.3005, 0.1635, 0.185, negative
M, 0.41, 0.31, 0.125, 0.3595, 0.1415, 0.0885, 0.115, negative
F, 0.595, 0.465, 0.145, 1.107, 0.402, 0.2415, 0.31, negative
F, 0.5, 0.405, 0.14, 0.6735, 0.265, 0.124, 0.25, negative
M, 0.525, 0.415, 0.16, 0.6445, 0.26, 0.1575, 0.22, negative
F, 0.665, 0.57, 0.185, 1.522, 0.6965, 0.3025, 0.405, negative
F, 0.62, 0.51, 0.175, 1.1255, 0.4985, 0.227, 0.315, negative
M, 0.535, 0.42, 0.16, 0.72, 0.275, 0.164, 0.225, negative
F, 0.51, 0.395, 0.12, 0.6175, 0.262, 0.122, 0.193, negative
M, 0.53, 0.405, 0.13, 0.738, 0.2845, 0.17, 0.193, negative
F, 0.62, 0.5, 0.175, 1.146, 0.477, 0.23, 0.39, negative
F, 0.57, 0.435, 0.14, 0.8085, 0.3235, 0.183, 0.22, negative
M, 0.275, 0.2, 0.08, 0.099, 0.037, 0.024, 0.03, negative
M, 0.345, 0.265, 0.09, 0.163, 0.0615, 0.037, 0.0485, negative
I, 0.44, 0.34, 0.125, 0.4895, 0.1735, 0.0875, 0.2, negative
F, 0.425, 0.325, 0.135, 0.382, 0.1465, 0.079, 0.14, negative
I, 0.54, 0.435, 0.145, 0.97, 0.4285, 0.22, 0.264, negative
I, 0.47, 0.4, 0.16, 0.51, 0.1615, 0.073, 0.198, negative
I, 0.44, 0.33, 0.135, 0.522, 0.17, 0.0905, 0.195, negative
I, 0.19, 0.13, 0.045, 0.0265, 0.0090, 0.0050, 0.0090, negative
M, 0.495, 0.4, 0.12, 0.6605, 0.2605, 0.161, 0.19, negative
M, 0.515, 0.4, 0.125, 0.955, 0.341, 0.2535, 0.26, negative
M, 0.62, 0.48, 0.16, 1.0765, 0.412, 0.253, 0.3, negative
M, 0.48, 0.395, 0.15, 0.6815, 0.2145, 0.1405, 0.2495, negative
M, 0.37, 0.28, 0.105, 0.224, 0.0815, 0.0575, 0.075, negative
I, 0.39, 0.315, 0.09, 0.3095, 0.147, 0.05, 0.09, negative
I, 0.415, 0.31, 0.105, 0.3595, 0.167, 0.083, 0.0915, negative
M, 0.59, 0.47, 0.135, 1.1685, 0.539, 0.279, 0.28, negative
M, 0.61, 0.47, 0.155, 1.0325, 0.497, 0.2175, 0.2785, negative
I, 0.325, 0.24, 0.075, 0.152, 0.065, 0.0305, 0.045, negative
I, 0.36, 0.27, 0.09, 0.219, 0.097, 0.0405, 0.065, negative
I, 0.485, 0.37, 0.1, 0.513, 0.219, 0.1075, 0.13, negative
I, 0.5, 0.385, 0.11, 0.596, 0.3015, 0.104, 0.151, negative
F, 0.525, 0.44, 0.125, 0.7115, 0.3205, 0.159, 0.1915, negative
M, 0.625, 0.485, 0.17, 1.437, 0.5855, 0.293, 0.475, negative
F, 0.64, 0.48, 0.195, 1.1435, 0.4915, 0.2345, 0.353, negative
F, 0.715, 0.585, 0.23, 2.0725, 0.8655, 0.4095, 0.565, negative
I, 0.165, 0.12, 0.05, 0.021, 0.0075, 0.0045, 0.014, negative
I, 0.45, 0.34, 0.105, 0.4385, 0.21, 0.0925, 0.12, negative
I, 0.465, 0.345, 0.105, 0.4015, 0.242, 0.0345, 0.109, negative
I, 0.475, 0.42, 0.16, 0.7095, 0.35, 0.1505, 0.1845, negative
M, 0.6, 0.475, 0.16, 1.164, 0.5045, 0.2635, 0.335, negative
F, 0.615, 0.49, 0.19, 1.1345, 0.4695, 0.257, 0.348, negative
M, 0.625, 0.495, 0.18, 1.0815, 0.4715, 0.254, 0.3135, negative
M, 0.625, 0.47, 0.175, 1.179, 0.605, 0.258, 0.271, negative
F, 0.645, 0.52, 0.175, 1.3345, 0.667, 0.2665, 0.355, negative
F, 0.66, 0.5, 0.175, 1.3275, 0.556, 0.2805, 0.4085, negative
I, 0.35, 0.26, 0.09, 0.1765, 0.072, 0.0355, 0.0575, negative
I, 0.35, 0.265, 0.085, 0.1735, 0.0775, 0.034, 0.056, negative
I, 0.36, 0.265, 0.09, 0.2055, 0.096, 0.037, 0.0585, negative
I, 0.38, 0.285, 0.09, 0.2305, 0.1005, 0.039, 0.0775, negative
I, 0.43, 0.325, 0.105, 0.309, 0.119, 0.08, 0.098, negative
I, 0.435, 0.34, 0.12, 0.396, 0.1775, 0.081, 0.125, negative
I, 0.455, 0.435, 0.11, 0.4265, 0.195, 0.09, 0.1205, negative
I, 0.475, 0.36, 0.135, 0.4355, 0.196, 0.0925, 0.125, negative
F, 0.495, 0.37, 0.12, 0.594, 0.28, 0.11, 0.1375, negative
I, 0.53, 0.405, 0.13, 0.6615, 0.2945, 0.1395, 0.19, negative
F, 0.6, 0.47, 0.17, 1.0805, 0.4995, 0.2245, 0.3205, negative
F, 0.625, 0.475, 0.16, 1.3335, 0.605, 0.2875, 0.319, negative
F, 0.625, 0.5, 0.175, 1.273, 0.564, 0.302, 0.374, negative
M, 0.625, 0.49, 0.165, 1.1835, 0.517, 0.2375, 0.39, negative
M, 0.655, 0.525, 0.16, 1.46, 0.686, 0.311, 0.405, negative
M, 0.685, 0.53, 0.17, 1.56, 0.647, 0.383, 0.465, negative
M, 0.735, 0.555, 0.22, 2.333, 1.2395, 0.3645, 0.6195, negative
I, 0.37, 0.285, 0.095, 0.226, 0.1135, 0.0515, 0.0675, negative
I, 0.395, 0.3, 0.09, 0.2855, 0.1385, 0.0625, 0.077, negative
M, 0.615, 0.475, 0.155, 1.0735, 0.4375, 0.2585, 0.31, negative
F, 0.64, 0.5, 0.17, 1.12, 0.4955, 0.2645, 0.32, negative
M, 0.655, 0.505, 0.165, 1.27, 0.6035, 0.262, 0.335, negative
M, 0.69, 0.53, 0.19, 1.5955, 0.678, 0.331, 0.48, negative
M, 0.715, 0.525, 0.2, 1.89, 0.95, 0.436, 0.4305, negative
F, 0.735, 0.565, 0.225, 2.037, 0.87, 0.5145, 0.5675, negative
I, 0.37, 0.275, 0.095, 0.257, 0.1015, 0.055, 0.0825, negative
I, 0.39, 0.29, 0.09, 0.2745, 0.135, 0.0455, 0.078, negative
I, 0.44, 0.34, 0.105, 0.344, 0.123, 0.081, 0.125, negative
I, 0.465, 0.37, 0.115, 0.4075, 0.1515, 0.0935, 0.1455, negative
I, 0.485, 0.365, 0.125, 0.426, 0.163, 0.0965, 0.151, negative
I, 0.585, 0.46, 0.14, 0.7635, 0.326, 0.153, 0.265, negative
I, 0.595, 0.47, 0.135, 0.9365, 0.434, 0.184, 0.287, negative
F, 0.595, 0.45, 0.165, 1.081, 0.49, 0.2525, 0.279, negative
M, 0.6, 0.47, 0.16, 1.012, 0.441, 0.2015, 0.305, negative
M, 0.605, 0.49, 0.165, 1.1245, 0.492, 0.222, 0.3555, negative
M, 0.62, 0.525, 0.155, 1.085, 0.454, 0.1965, 0.35, negative
I, 0.63, 0.49, 0.17, 1.217, 0.5515, 0.212, 0.31, negative
F, 0.63, 0.505, 0.195, 1.306, 0.516, 0.3305, 0.375, negative
F, 0.65, 0.52, 0.195, 1.281, 0.5985, 0.246, 0.3825, negative
M, 0.65, 0.525, 0.205, 1.4275, 0.69, 0.306, 0.4355, negative
M, 0.67, 0.54, 0.195, 1.217, 0.532, 0.2735, 0.3315, negative
F, 0.67, 0.54, 0.2, 1.46, 0.6435, 0.328, 0.4165, negative
F, 0.675, 0.535, 0.185, 1.5575, 0.7035, 0.402, 0.4, negative
I, 0.35, 0.25, 0.1, 0.4015, 0.1725, 0.063, 0.1255, negative
I, 0.36, 0.25, 0.115, 0.465, 0.21, 0.1055, 0.128, negative
I, 0.38, 0.28, 0.095, 0.2885, 0.165, 0.0435, 0.067, negative
I, 0.465, 0.36, 0.105, 0.452, 0.22, 0.159, 0.1035, negative
I, 0.51, 0.375, 0.15, 0.8415, 0.3845, 0.156, 0.255, negative
M, 0.51, 0.38, 0.135, 0.681, 0.3435, 0.142, 0.17, negative
M, 0.615, 0.475, 0.15, 1.0375, 0.476, 0.2325, 0.283, negative
M, 0.625, 0.48, 0.18, 1.223, 0.565, 0.2975, 0.3375, negative
F, 0.695, 0.525, 0.205, 1.8185, 0.819, 0.4025, 0.4525, negative
I, 0.285, 0.205, 0.07, 0.106, 0.039, 0.0285, 0.034, negative
I, 0.475, 0.355, 0.135, 0.4775, 0.2145, 0.09, 0.1435, negative
I, 0.475, 0.36, 0.11, 0.452, 0.191, 0.099, 0.13, negative
F, 0.575, 0.46, 0.15, 0.927, 0.333, 0.207, 0.2985, negative
M, 0.615, 0.455, 0.13, 0.9685, 0.49, 0.182, 0.2655, negative
M, 0.625, 0.5, 0.185, 1.2425, 0.5995, 0.248, 0.335, negative
M, 0.63, 0.49, 0.16, 1.09, 0.407, 0.224, 0.354, negative
I, 0.425, 0.31, 0.095, 0.3505, 0.1645, 0.071, 0.1, negative
M, 0.595, 0.46, 0.155, 1.03, 0.4275, 0.207, 0.3305, negative
F, 0.545, 0.42, 0.175, 0.754, 0.256, 0.1775, 0.275, negative
M, 0.41, 0.325, 0.1, 0.3555, 0.146, 0.072, 0.105, negative
M, 0.52, 0.425, 0.125, 0.79, 0.372, 0.205, 0.19, negative
F, 0.615, 0.475, 0.145, 0.9525, 0.3915, 0.195, 0.32, negative
M, 0.575, 0.45, 0.16, 0.955, 0.44, 0.1685, 0.27, negative
M, 0.385, 0.3, 0.115, 0.3435, 0.1645, 0.085, 0.1025, negative
F, 0.565, 0.45, 0.165, 0.9765, 0.322, 0.244, 0.37, negative
F, 0.57, 0.44, 0.19, 1.018, 0.447, 0.207, 0.265, negative
F, 0.49, 0.385, 0.16, 0.656, 0.2455, 0.171, 0.205, negative
F, 0.525, 0.41, 0.15, 0.708, 0.274, 0.151, 0.25, negative
I, 0.38, 0.3, 0.1, 0.286, 0.1305, 0.056, 0.09, negative
F, 0.67, 0.545, 0.16, 1.5415, 0.5985, 0.2565, 0.495, negative
F, 0.46, 0.375, 0.12, 0.4915, 0.2205, 0.088, 0.17, negative
F, 0.56, 0.44, 0.155, 0.9705, 0.4315, 0.263, 0.255, negative
M, 0.76, 0.575, 0.19, 1.829, 0.7035, 0.386, 0.56, negative
F, 0.565, 0.46, 0.15, 0.8765, 0.3455, 0.1925, 0.275, negative
I, 0.14, 0.105, 0.035, 0.0145, 0.0050, 0.0035, 0.0050, negative
M, 0.635, 0.48, 0.235, 1.064, 0.413, 0.228, 0.36, negative
M, 0.245, 0.18, 0.065, 0.0635, 0.0245, 0.0135, 0.02, negative
I, 0.48, 0.39, 0.15, 0.6275, 0.276, 0.134, 0.185, negative
I, 0.455, 0.365, 0.135, 0.441, 0.1515, 0.1165, 0.145, negative
I, 0.54, 0.4, 0.145, 0.757, 0.315, 0.181, 0.215, negative
F, 0.52, 0.41, 0.16, 0.712, 0.2845, 0.153, 0.225, negative
M, 0.375, 0.28, 0.095, 0.2225, 0.0875, 0.043, 0.08, negative
F, 0.47, 0.35, 0.115, 0.487, 0.1955, 0.127, 0.155, negative
F, 0.65, 0.515, 0.215, 1.498, 0.564, 0.323, 0.425, negative
M, 0.505, 0.39, 0.105, 0.6555, 0.2595, 0.18, 0.19, negative
F, 0.525, 0.4, 0.115, 0.6295, 0.2555, 0.144, 0.18, negative
F, 0.61, 0.5, 0.18, 1.438, 0.5185, 0.3735, 0.3345, negative
M, 0.69, 0.55, 0.195, 1.777, 0.769, 0.38, 0.4305, negative
F, 0.72, 0.575, 0.195, 2.1505, 1.0745, 0.382, 0.585, negative
I, 0.27, 0.205, 0.075, 0.118, 0.059, 0.031, 0.0305, negative
I, 0.27, 0.19, 0.06, 0.099, 0.0445, 0.017, 0.03, negative
I, 0.315, 0.23, 0.07, 0.164, 0.0625, 0.04, 0.045, negative
M, 0.415, 0.315, 0.12, 0.4015, 0.199, 0.087, 0.097, negative
I, 0.475, 0.35, 0.12, 0.4905, 0.2035, 0.13, 0.135, negative
I, 0.58, 0.435, 0.15, 0.8915, 0.363, 0.1925, 0.2515, negative
F, 0.645, 0.525, 0.17, 1.37, 0.6135, 0.283, 0.34, negative
F, 0.655, 0.545, 0.185, 1.759, 0.6865, 0.313, 0.547, negative
M, 0.67, 0.51, 0.2, 1.5945, 0.6705, 0.3845, 0.4505, negative
I, 0.36, 0.27, 0.09, 0.2075, 0.098, 0.039, 0.062, negative
F, 0.585, 0.46, 0.15, 1.0035, 0.503, 0.2105, 0.2515, negative
F, 0.68, 0.55, 0.175, 1.473, 0.713, 0.282, 0.4295, negative
F, 0.69, 0.58, 0.195, 1.658, 0.708, 0.3615, 0.4715, negative
I, 0.44, 0.325, 0.11, 0.4965, 0.258, 0.1195, 0.1075, negative
M, 0.625, 0.495, 0.175, 1.2935, 0.5805, 0.317, 0.355, negative
M, 0.645, 0.51, 0.165, 1.403, 0.5755, 0.2515, 0.4545, negative
F, 0.69, 0.535, 0.185, 1.826, 0.797, 0.409, 0.499, negative
I, 0.4, 0.3, 0.115, 0.318, 0.1335, 0.0725, 0.0935, negative
I, 0.565, 0.465, 0.15, 1.1815, 0.581, 0.2215, 0.3095, negative
M, 0.59, 0.45, 0.155, 0.874, 0.369, 0.2135, 0.24, negative
I, 0.595, 0.475, 0.155, 0.984, 0.4865, 0.184, 0.2755, negative
F, 0.675, 0.52, 0.175, 1.494, 0.7365, 0.3055, 0.37, negative
M, 0.7, 0.545, 0.215, 1.9125, 0.8825, 0.4385, 0.506, negative
F, 0.71, 0.545, 0.175, 1.907, 0.8725, 0.4565, 0.475, negative
F, 0.72, 0.59, 0.205, 1.7495, 0.7755, 0.4225, 0.48, negative
M, 0.48, 0.365, 0.13, 0.5305, 0.2405, 0.127, 0.139, negative
I, 0.56, 0.42, 0.14, 0.837, 0.414, 0.214, 0.2, negative
I, 0.49, 0.375, 0.115, 0.557, 0.2275, 0.1335, 0.1765, negative
M, 0.555, 0.435, 0.145, 0.9205, 0.404, 0.2275, 0.255, negative
M, 0.58, 0.45, 0.14, 0.824, 0.3465, 0.1765, 0.263, negative
F, 0.6, 0.5, 0.17, 1.13, 0.4405, 0.267, 0.335, negative
M, 0.695, 0.53, 0.21, 1.51, 0.664, 0.4095, 0.385, negative
M, 0.695, 0.55, 0.195, 1.6645, 0.727, 0.36, 0.445, negative
I, 0.28, 0.215, 0.07, 0.124, 0.063, 0.0215, 0.03, negative
I, 0.39, 0.31, 0.085, 0.344, 0.181, 0.0695, 0.079, negative
M, 0.55, 0.43, 0.13, 0.8395, 0.3155, 0.1955, 0.2405, negative
M, 0.56, 0.43, 0.155, 0.8675, 0.4, 0.172, 0.229, negative
